Hugo_Symbol	0
CRYM-AS1	0.2628148
ALPK1	0.2471584
EGLN1	0.24390852
ENAH	0.2253705
PHYH	0.22490965
SEZ6L2	0.21957667
TULP1	0.21859434
ANTXR1	0.21851279
EXOSC4	0.21796437
SNORA4	0.21764289
CDX4	0.21688369
BSDC1	0.2125633
RABL6	0.2119155
OR6V1	0.21157748
CLYBL	0.21113844
PGRMC2	0.20850407
ZGRF1	0.20748855
SELV	0.20742781
SLC9A2	0.20681845
VCX3A	0.2065589
PPP2R5A	0.20467192
BBS2	0.20367444
RNF175	0.20261236
SNORD115-40	0.20149377
CACNA1H	0.20113017
GGT5	0.20067406
MBD3L2	0.20050506
SULT6B1	0.19976611
TM9SF1	0.19880159
ACADSB	0.19549334
TK2	0.19506066
IFNA8	0.19390413
OR2A25	0.19361478
ZNF738	0.19352601
MRPS6	0.19349302
TLL2	0.19321787
OR2T27	0.19234933
ABCC3	0.19197877
ZNF709	0.1919486
WDR34	0.19190632
SMIM8	0.19190228
LAD1	0.19125757
SMCR5	0.19082083
TTC26	0.1905451
RALGPS1	0.18995678
OR8B8	0.18924709
Mar-02	0.18745086
PCDHGB7	0.18741801
PIN4	0.18737084
DEFB110	0.18727534
BMS1	0.18670854
SETD5	0.18632497
EI24	0.18613164
ENPP4	0.18557028
CHCHD10	0.18530953
KLHL40	0.18530467
CPLX3	0.18494487
KLHL15	0.18367876
RBPMS	0.18336575
GAGE2D	0.18320382
OSR1	0.18270805
SMC6	0.18236919
ST7-AS2	0.18234561
MST1L	0.18232225
AZIN2	0.18176073
CLEC4G	0.18120955
LINC00606	0.18093498
OR56A4	0.18092093
KCNC2	0.180557
RGS16	0.18039352
CTSO	0.1803565
TNFRSF4	0.17989457
MTMR6	0.179759
SNX31	0.17960426
FEZ1	0.17907801
CD1B	0.1786826
WDR90	0.1786175
RPL9	0.17856982
PCCA	0.1785309
PSMC5	0.17816387
EYS	0.17648272
OR5M9	0.17605837
SRSF12	0.17600179
ELOVL5	0.1759355
A1CF	0.17559125
FLNB	0.17504436
ESRRA	0.17486392
LOC285692	0.17433976
LINC00314	0.17413533
RSPO4	0.17412151
CCRL2	0.17351344
NUDT14	0.17298156
DNAAF5	0.17265731
ITGA11	0.17214341
AP1M1	0.17198145
UQCC3	0.17177084
SUN2	0.17169452
PCDHB19P	0.17150433
GLRX5	0.17139968
CPPED1	0.17133635
SRF	0.17116645
DMXL1	0.17097418
WFDC8	0.17088437
GABRB2	0.17017744
SPATA2L	0.16991292
GGA3	0.16988593
GPRC5A	0.16981643
CYP2C8	0.16976407
CYP1B1	0.16895208
C6ORF52	0.16869071
ADGRE1	0.16848129
KHDC1L	0.16846208
C12ORF56	0.1683283
LINC00113	0.16824512
ZBED3	0.1680732
NDNL2	0.16786133
FYTTD1	0.16778855
OR4D5	0.16734329
HFE	0.16716132
AP1S1	0.16714522
KLK8	0.16713648
DIRAS3	0.16697001
DLX1	0.16679561
PDZD2	0.16679536
SNAI1	0.16670927
FFAR4	0.16656649
PLIN4	0.16616672
ARHGAP10	0.16598271
PLEKHB1	0.16597831
PHGDH	0.16573222
NKAIN4	0.16571185
TRPV1	0.16540167
BTNL8	0.16536032
GPRC5D	0.16514112
DDX19A	0.16481702
POLR1B	0.16443002
TNRC6B	0.16440995
CHEK1	0.16440257
SNORA1	0.16389082
SLC35B1	0.16384639
LRRC56	0.16364229
TBC1D7	0.16326115
NHLH1	0.1630393
MFAP4	0.16250746
IDO1	0.16238002
CEP126	0.16187629
SNORD20	0.16172709
AXIN1	0.16171846
CELF6	0.16142772
PDLIM3	0.16141006
LINC00685	0.16103287
APRT	0.16082995
ARHGEF2	0.16052869
KRTAP19-6	0.16034186
FBLN7	0.16016778
EIF4A1	0.15987748
ECEL1	0.15980099
LAMTOR3	0.15968029
NPIPA1	0.15960321
H1FOO	0.15958872
TNFAIP3	0.15932244
TNFSF12	0.15927835
SNORD49B	0.15913129
RAB38	0.15909028
UBE2Z	0.15906742
PLEC	0.15902087
JOSD2	0.1587826
RFPL4A	0.15872942
C6ORF120	0.15872113
SMU1	0.15855157
THBS3	0.15841801
MCAM	0.15802547
TRIM39	0.1574988
KRTAP21-2	0.15739115
SH3BGRL2	0.15732117
RPRML	0.15713805
CD177	0.15701999
GDF2	0.15699886
SACS	0.15688449
SPO11	0.15652177
COL7A1	0.15638599
RIMS4	0.15613444
SNX32	0.15597056
OR2T12	0.15558952
C7ORF65	0.15551622
UBL3	0.1551947
GABARAPL1	0.15515737
KIAA1328	0.15440819
PIWIL1	0.15426852
ZNF554	0.1541195
PDLIM7	0.15391552
RGL3	0.15389536
RGS9BP	0.15384762
ZNF180	0.15382689
GRIN3B	0.15374157
RPL19P12	0.15366627
HS3ST3A1	0.1536089
GCOM1	0.15355295
WBP5	0.15342143
PAN2	0.15340541
SNORA11C	0.15338984
BLID	0.1531395
TAS2R43	0.15305585
PCDHB18P	0.15294889
CCDC151	0.15291819
PRSS8	0.15285066
GORAB	0.15284422
SLC22A25	0.15265669
PCNAP1	0.15259564
ZNF140	0.1524375
RIPPLY2	0.15233624
CNTN3	0.15229431
C2ORF83	0.15225224
LRRC8C	0.1520519
FAM131A	0.15193386
CPLX4	0.15179816
TTTY10	0.15175176
OR10AG1	0.15173545
IL2RA	0.15152198
MAPK6	0.15145741
AMY2B	0.15123972
ENDOD1	0.15110922
TMEM136	0.1508752
RAI1	0.1507358
SLC10A7	0.15045229
OR2G2	0.15035173
TNS4	0.15024307
SATB1	0.15023649
PPP1R14D	0.15022425
CINP	0.15019588
SLC18B1	0.15012775
YIPF2	0.14996676
PJA1	0.14988205
RLN3	0.14944567
FAM138D	0.14942347
NUP50	0.1492965
SNORD6	0.14906356
CHTF8	0.14896682
WNK1	0.14896087
LACTB	0.1488829
FAM65B	0.14874843
HSD17B7P2	0.1486193
PRCP	0.1486155
CLIP2	0.14853911
DGKE	0.14852878
AIM2	0.14852712
TXNIP	0.1484517
KIAA0226L	0.14839208
RBMXL3	0.14827034
FOXD2	0.14816813
TMPRSS6	0.14815497
TRIM26	0.14782815
SAMD12	0.14771254
DEFB107A	0.14769171
ATP6V0E2-AS1	0.14761192
OR4A16	0.14758213
MRPL27	0.14757428
GATA6	0.14749706
PTGFR	0.14744385
ZNF691	0.14734888
SLC17A6	0.14717372
CELSR1	0.14712097
ORC4	0.14704853
BFSP2	0.14704148
RBM23	0.14701986
ABR	0.14697862
LNPEP	0.14697315
PMFBP1	0.14686622
CPA1	0.14668606
NFAM1	0.14644462
EXOSC8	0.14644364
WBSCR16	0.14635032
FUT5	0.14622901
RPP40	0.14618137
C4ORF36	0.1460453
EXTL2	0.14598413
SEL1L	0.14593288
SNORA46	0.14587727
PEX13	0.14584774
DHX29	0.14584318
ADARB1	0.14578705
SLC24A2	0.14571182
PEX10	0.14567421
RNASE3	0.14560325
SNORA9	0.14554161
ADAM5	0.14553925
ZNF585A	0.14548084
LRRC30	0.14546865
LRRTM3	0.14536926
DCDC2	0.14530902
GCH1	0.14517613
ZBTB8A	0.14504385
AIFM2	0.14497393
FBXO3	0.14474365
KRTAP10-10	0.14463477
FAM117B	0.14458288
ANKRD23	0.14455636
EXOG	0.14436041
KCTD17	0.14435853
GLT8D2	0.1443515
CEP192	0.1443512
IQGAP1	0.14409953
RPL32	0.14354095
OR4Q3	0.14338808
ARHGEF10L	0.14335352
VAV2	0.14333503
S100B	0.14331567
C16ORF92	0.14329983
WDR73	0.1432187
SLC39A13	0.14300197
LOC652276	0.14282836
RNF43	0.14269213
EIF4E1B	0.14260513
WASH5P	0.14249852
PKLR	0.14240488
OR2T34	0.14229676
RAB11FIP3	0.14211221
ATP6AP1L	0.14204973
MEPCE	0.14191008
DNAJB12	0.14187069
PFDN1	0.14175048
TAS2R9	0.1416959
CEACAM1	0.14163738
OBSL1	0.14159171
